aircraft_id,flight_date,flight_hours,cycles,avg_temp,time_since_last_maintenance,sensor_vibration,oil_pressure,maintenance_flag,maintenance_cost,failure_within_30days
AIR_001,2023-10-31,3.04,3,27.7,109,0.664,59.48,0,0,0
AIR_001,2023-01-22,3.12,3,12.6,133,0.503,57.27,0,0,0
AIR_001,2023-11-13,4.45,1,14.7,123,0.498,50.95,0,0,1
AIR_001,2023-08-21,2.41,2,18.4,137,0.331,42.43,0,0,1
AIR_001,2023-01-18,3.0,2,15.9,109,0.323,50.77,0,0,1
AIR_001,2023-05-07,3.24,1,15.5,146,0.717,55.27,0,0,1
AIR_001,2023-01-26,2.71,1,17.6,113,0.787,50.04,0,0,1
AIR_001,2023-05-22,2.28,2,22.6,108,0.878,46.62,0,0,1
AIR_001,2023-05-05,2.6,1,16.4,148,0.406,55.44,0,0,0
AIR_001,2023-03-01,2.88,2,2.3,151,0.425,43.54,0,0,0
AIR_001,2023-09-26,2.42,3,10.1,134,0.328,54.2,0,0,0
AIR_001,2023-05-09,2.27,2,11.8,138,0.853,52.02,0,0,1
AIR_001,2023-07-08,2.76,2,31.5,135,0.196,47.58,0,0,1
AIR_001,2023-10-12,2.33,2,33.7,132,0.148,44.88,0,0,1
AIR_001,2023-01-10,2.5,1,22.6,151,0.46,50.3,0,0,1
AIR_001,2023-06-27,1.78,1,17.0,149,0.47,52.94,0,0,1
AIR_001,2023-10-12,2.16,1,17.1,132,0.275,56.41,0,0,1
AIR_001,2023-04-24,3.13,1,18.1,127,0.51,52.47,0,0,0
AIR_001,2023-06-26,2.07,1,18.8,145,0.709,51.14,0,0,1
AIR_001,2023-01-13,1.9,2,22.9,123,0.435,66.27,0,0,0
AIR_001,2023-06-26,2.21,2,24.8,137,0.519,52.98,0,0,1
AIR_001,2023-01-25,1.49,1,17.7,129,0.431,51.25,0,0,1
AIR_001,2023-08-11,3.77,3,19.0,118,0.678,52.48,0,0,1
AIR_001,2023-05-21,2.15,3,1.4,108,0.731,47.61,0,0,1
AIR_001,2023-10-19,2.0,1,12.9,150,0.093,57.85,0,0,1
AIR_001,2023-05-21,3.51,1,-4.1,147,0.668,55.67,0,0,1
AIR_001,2023-11-08,0.7,2,26.4,150,0.509,51.95,0,0,1
AIR_001,2023-07-22,2.38,3,17.9,126,0.36,45.16,0,0,1
AIR_001,2023-05-24,2.76,2,17.1,138,0.471,47.0,0,0,1
AIR_001,2023-12-14,1.65,2,30.9,134,0.117,51.81,0,0,1
AIR_001,2023-02-15,3.68,1,-2.3,108,0.254,50.95,0,0,0
AIR_001,2023-06-26,3.46,1,8.2,128,0.552,56.16,0,0,1
AIR_001,2023-11-07,2.68,3,18.0,111,0.501,50.23,0,0,0
AIR_001,2023-03-24,2.28,2,-1.0,107,0.524,52.57,0,0,0
AIR_001,2023-02-03,1.92,2,12.0,140,0.755,49.54,0,0,1
AIR_001,2023-08-10,2.79,3,28.4,129,0.629,56.84,0,0,0
AIR_001,2023-07-11,1.29,3,29.4,140,0.54,39.15,0,0,1
AIR_001,2023-04-16,1.31,1,14.4,140,0.195,56.03,0,0,1
AIR_001,2023-04-21,1.73,1,19.9,109,0.509,55.37,0,0,1
AIR_001,2023-10-04,2.13,1,7.1,128,0.213,49.04,0,0,1
AIR_001,2023-10-09,2.86,3,27.0,136,0.424,44.7,1,14568,1
AIR_001,2023-12-21,2.13,3,9.2,128,0.654,46.1,0,0,0
AIR_001,2023-01-14,3.11,3,19.7,151,0.428,54.51,0,0,1
AIR_001,2023-01-28,2.05,1,4.2,123,0.43,39.45,0,0,1
AIR_001,2023-04-21,3.59,3,20.6,114,0.796,59.93,0,0,1
AIR_001,2023-08-14,2.49,2,-1.4,143,0.377,43.71,0,0,1
AIR_001,2023-11-14,3.06,3,16.5,112,0.498,52.26,0,0,0
AIR_001,2023-07-22,1.33,1,20.4,112,0.628,45.93,0,0,0
AIR_001,2023-11-16,2.51,3,6.2,142,0.676,41.58,0,0,1
AIR_001,2023-05-18,2.08,1,22.6,115,0.606,57.21,0,0,1
AIR_001,2023-11-01,2.82,2,21.4,120,0.398,43.79,0,0,1
AIR_001,2023-11-16,2.91,1,20.0,120,0.603,52.38,0,0,0
AIR_001,2023-03-03,3.11,1,11.7,124,0.45,56.51,0,0,1
AIR_001,2023-12-19,2.51,1,31.8,123,0.452,54.12,0,0,1
AIR_001,2023-02-08,1.46,3,26.4,135,0.841,49.84,0,0,1
AIR_001,2023-04-07,3.18,1,22.2,110,0.802,52.01,0,0,1
AIR_001,2023-06-08,1.95,3,-7.0,135,0.296,64.88,0,0,0
AIR_002,2023-04-25,2.79,3,33.8,125,0.288,47.44,0,0,1
AIR_002,2023-01-23,2.96,2,14.4,111,0.674,45.32,0,0,1
AIR_002,2023-11-20,3.34,3,21.7,107,0.819,47.44,0,0,0
AIR_002,2023-09-14,4.28,1,20.2,107,0.341,53.3,0,0,1
AIR_002,2023-09-01,3.08,2,15.7,105,0.754,45.91,0,0,1
AIR_002,2023-09-08,2.33,3,12.3,104,0.356,54.53,0,0,0
AIR_002,2023-12-03,1.94,1,13.4,138,1.015,50.3,0,0,1
AIR_002,2023-07-30,2.19,1,-6.2,143,0.717,48.03,0,0,0
AIR_002,2023-06-24,4.2,1,34.5,128,0.264,51.02,0,0,0
AIR_002,2023-10-15,2.86,2,12.1,131,0.687,56.36,1,11998,1
AIR_002,2023-09-12,2.13,1,19.9,126,0.43,48.85,0,0,0
AIR_002,2023-06-14,2.31,3,4.4,116,0.565,43.74,0,0,0
AIR_002,2023-07-16,1.63,2,6.8,101,0.189,53.03,0,0,0
AIR_002,2023-08-14,2.24,2,19.7,120,0.429,51.29,0,0,0
AIR_002,2023-05-08,2.45,1,1.6,112,0.674,55.29,0,0,1
AIR_002,2023-08-23,1.77,1,12.8,143,0.721,55.76,0,0,1
AIR_002,2023-02-03,3.9,2,22.2,110,0.551,54.91,0,0,1
AIR_002,2023-06-22,2.27,2,26.4,100,0.604,46.37,0,0,0
AIR_002,2023-01-29,1.43,1,7.0,137,0.608,50.66,0,0,0
AIR_002,2023-03-10,1.27,3,13.8,118,0.557,48.6,0,0,1
AIR_002,2023-07-20,2.25,1,17.4,138,0.493,58.85,0,0,1
AIR_002,2023-10-18,2.85,3,20.3,128,0.697,47.03,0,0,0
AIR_002,2023-11-07,1.89,3,15.4,106,0.757,53.45,0,0,0
AIR_002,2023-01-25,2.69,3,22.3,124,0.529,48.09,0,0,0
AIR_002,2023-10-09,3.07,2,16.3,113,0.284,55.27,0,0,1
AIR_002,2023-03-23,3.45,3,-12.1,115,0.245,57.07,0,0,0
AIR_002,2023-06-20,3.38,3,6.1,113,0.535,56.94,0,0,1
AIR_002,2023-01-16,3.21,2,13.0,133,0.516,55.33,0,0,1
AIR_002,2023-10-29,3.36,1,8.2,142,0.684,51.57,0,0,1
AIR_002,2023-12-25,3.72,1,16.7,101,0.128,48.5,0,0,1
AIR_002,2023-06-02,2.82,3,12.5,107,0.451,45.58,0,0,0
AIR_002,2023-03-02,2.89,3,-0.3,122,0.962,46.68,0,0,1
AIR_002,2023-03-13,2.62,1,19.9,143,0.417,49.48,0,0,1
AIR_002,2023-09-18,1.63,1,20.7,133,0.626,62.27,0,0,0
AIR_002,2023-03-03,4.06,1,8.3,123,0.81,58.98,0,0,1
AIR_002,2023-05-03,2.88,1,25.8,109,0.465,46.01,0,0,0
AIR_002,2023-06-25,1.91,1,14.9,126,0.196,45.65,0,0,1
AIR_002,2023-02-09,2.98,1,33.5,131,0.548,51.53,0,0,1
AIR_002,2023-10-31,3.07,1,20.1,140,0.564,46.85,0,0,0
AIR_002,2023-09-06,2.24,2,6.7,137,0.574,48.03,0,0,1
AIR_002,2023-01-13,2.63,1,15.5,138,0.651,43.25,0,0,1
AIR_002,2023-03-15,3.33,3,12.6,128,0.654,53.38,0,0,1
AIR_002,2023-08-07,2.84,1,9.0,108,0.361,49.79,0,0,0
AIR_002,2023-07-11,2.09,3,34.1,133,0.159,56.91,0,0,1
AIR_002,2023-03-20,2.1,3,22.3,124,0.477,43.88,0,0,1
AIR_002,2023-02-08,3.41,3,16.1,130,0.549,47.18,0,0,0
AIR_002,2023-08-24,1.21,2,9.3,136,0.358,46.65,0,0,0
AIR_002,2023-10-01,2.44,2,26.2,123,0.569,52.28,0,0,1
AIR_002,2023-07-18,1.84,1,18.2,122,0.539,53.55,0,0,1
AIR_002,2023-09-30,1.5,1,21.1,136,0.385,47.68,0,0,1
AIR_002,2023-12-10,2.71,1,14.6,106,0.893,48.07,0,0,1
AIR_002,2023-10-28,2.68,3,19.7,122,0.435,50.24,0,0,1
AIR_002,2023-08-30,2.65,1,-5.4,139,0.446,49.57,0,0,1
AIR_002,2023-06-15,3.76,2,21.4,113,0.401,47.78,0,0,1
AIR_002,2023-05-03,2.54,2,8.5,110,0.579,53.41,0,0,1
AIR_002,2023-01-07,2.96,2,34.8,120,0.915,46.55,0,0,1
AIR_002,2023-01-12,2.04,1,10.2,117,0.605,47.13,0,0,1
AIR_002,2023-07-30,2.53,2,16.2,133,0.418,42.94,0,0,0
AIR_002,2023-01-24,1.19,2,6.0,118,1.121,51.74,0,0,1
AIR_002,2023-12-20,3.26,2,14.6,134,0.173,47.14,0,0,1
AIR_002,2023-05-11,3.53,3,28.8,131,0.58,46.57,0,0,1
AIR_002,2023-01-14,2.48,2,26.7,112,0.053,51.18,0,0,0
AIR_002,2023-12-11,1.59,1,26.6,121,0.189,48.64,0,0,1
AIR_002,2023-04-03,3.2,1,10.1,103,0.63,43.04,0,0,1
AIR_002,2023-10-11,2.27,1,35.8,142,0.719,49.19,0,0,1
AIR_002,2023-11-30,2.53,2,8.1,127,0.253,53.15,0,0,1
AIR_002,2023-06-28,3.14,3,18.5,141,0.918,49.3,0,0,1
AIR_002,2023-11-04,1.84,3,21.4,106,0.375,59.57,0,0,1
AIR_002,2023-07-12,2.48,1,35.0,124,0.54,55.25,0,0,0
AIR_002,2023-10-16,2.93,2,16.4,103,0.13,54.72,0,0,1
AIR_002,2023-03-14,2.27,3,17.1,139,0.56,46.07,0,0,1
AIR_002,2023-03-23,2.25,1,22.5,109,0.206,45.5,0,0,1
AIR_002,2023-03-17,3.32,3,35.3,127,0.189,48.48,0,0,1
AIR_002,2023-09-24,3.65,2,25.1,100,0.05,46.59,0,0,0
AIR_002,2023-04-27,2.56,3,3.2,142,0.017,47.33,0,0,0
AIR_002,2023-01-21,3.03,1,17.8,134,0.462,52.77,0,0,1
AIR_002,2023-02-21,2.87,3,17.1,106,0.684,42.15,0,0,0
AIR_002,2023-03-31,2.41,3,13.4,142,0.521,43.33,0,0,0
AIR_002,2023-10-25,2.4,2,23.0,105,0.408,55.76,0,0,1
AIR_002,2023-04-28,4.28,2,19.1,107,0.288,52.39,0,0,1
AIR_003,2023-12-13,2.0,3,23.9,193,0.864,45.86,0,0,1
AIR_003,2023-08-30,2.19,2,9.1,190,0.463,49.35,1,17014,1
AIR_003,2023-06-09,1.57,1,22.5,182,0.339,58.2,0,0,0
AIR_003,2023-07-07,2.77,2,27.0,199,0.534,51.26,0,0,0
AIR_003,2023-03-14,1.73,1,7.9,196,0.507,46.15,0,0,1
AIR_003,2023-06-09,3.22,2,16.1,160,0.101,51.87,0,0,0
AIR_003,2023-09-15,1.13,2,8.7,201,0.762,53.47,0,0,1
AIR_003,2023-05-01,0.87,3,10.0,185,0.673,53.82,0,0,1
AIR_003,2023-08-19,2.71,2,25.0,191,0.364,44.13,0,0,0
AIR_003,2023-11-27,2.11,2,23.1,161,0.573,57.01,0,0,0
AIR_003,2023-02-11,4.03,2,21.8,181,0.855,51.3,0,0,1
AIR_003,2023-06-12,2.88,2,6.0,171,0.51,50.85,0,0,1
AIR_003,2023-10-16,2.48,2,23.2,173,0.37,52.65,0,0,0
AIR_003,2023-05-21,2.07,2,13.1,161,0.602,50.27,0,0,0
AIR_003,2023-01-20,1.84,2,13.6,189,0.608,43.59,0,0,1
AIR_003,2023-01-05,2.35,2,29.9,168,0.629,56.87,0,0,1
AIR_003,2023-04-09,1.96,1,9.4,161,0.245,53.13,0,0,1
AIR_003,2023-11-04,3.17,2,19.3,194,0.474,54.95,0,0,1
AIR_003,2023-03-27,2.34,2,4.5,172,0.85,53.97,0,0,0
AIR_003,2023-08-01,2.41,1,10.6,168,0.739,49.21,0,0,1
AIR_003,2023-02-21,3.01,3,2.6,198,0.702,51.61,0,0,1
AIR_003,2023-07-11,2.03,1,25.4,159,0.18,47.97,0,0,1
AIR_003,2023-08-20,4.01,2,8.9,165,0.555,54.0,0,0,1
AIR_003,2023-06-22,2.82,1,8.2,180,0.454,50.45,0,0,1
AIR_003,2023-06-01,2.51,2,9.6,188,0.304,43.36,0,0,0
AIR_003,2023-02-20,3.33,2,22.2,195,0.506,45.76,0,0,1
AIR_003,2023-11-25,1.62,1,10.0,193,0.766,52.78,0,0,0
AIR_003,2023-09-23,2.05,2,24.3,170,0.806,52.54,0,0,1
AIR_003,2023-07-02,2.33,2,7.2,182,0.398,46.2,0,0,1
AIR_003,2023-06-23,1.65,3,26.4,169,0.467,51.41,0,0,0
AIR_003,2023-12-26,1.59,3,17.3,179,0.334,54.55,0,0,1
AIR_003,2023-01-29,2.08,2,17.7,188,0.261,49.8,0,0,1
AIR_003,2023-07-08,2.96,2,29.4,176,0.7,51.03,0,0,1
AIR_003,2023-05-24,2.92,3,22.7,158,0.329,46.9,0,0,1
AIR_003,2023-10-29,1.66,1,19.4,170,0.828,63.13,0,0,0
AIR_003,2023-01-14,3.08,3,23.0,173,0.409,45.9,0,0,1
AIR_003,2023-04-21,3.71,2,11.0,192,0.579,45.62,1,22350,1
AIR_003,2023-02-07,2.22,1,10.9,177,0.696,48.72,0,0,1
AIR_003,2023-12-02,3.01,2,5.1,181,0.705,52.96,0,0,1
AIR_003,2023-07-30,2.38,2,10.5,195,0.611,47.53,0,0,1
AIR_003,2023-07-02,1.89,3,22.8,185,0.538,52.88,0,0,1
AIR_003,2023-02-16,2.34,2,5.4,168,0.561,43.12,0,0,1
AIR_003,2023-04-23,3.68,2,31.7,174,0.383,43.5,0,0,0
AIR_003,2023-03-15,2.61,2,18.3,161,0.52,50.73,1,14493,1
AIR_003,2023-12-30,2.78,1,9.3,193,0.309,45.23,0,0,1
AIR_003,2023-07-01,3.31,2,12.6,201,0.535,49.15,0,0,0
AIR_003,2023-01-21,0.8,3,23.8,163,0.549,50.44,0,0,1
AIR_003,2023-06-03,1.41,1,9.7,194,0.278,52.84,0,0,1
AIR_003,2023-12-07,1.37,1,26.6,190,0.415,47.29,0,0,1
AIR_003,2023-03-22,3.21,3,-7.8,179,0.935,54.7,0,0,1
AIR_003,2023-12-07,2.78,1,6.2,159,0.827,48.7,0,0,0
AIR_003,2023-05-18,1.01,1,14.6,177,0.817,51.37,0,0,1
AIR_003,2023-08-01,1.82,2,19.6,184,0.517,53.19,0,0,1
AIR_003,2023-09-05,3.12,1,14.2,199,0.305,49.97,0,0,1
AIR_003,2023-07-16,1.22,1,17.0,193,0.311,44.38,0,0,0
AIR_003,2023-04-14,0.57,2,25.6,169,0.576,44.41,0,0,1
AIR_003,2023-02-09,4.28,3,16.8,165,0.56,53.8,0,0,0
AIR_003,2023-09-03,1.9,1,26.4,202,0.288,52.14,0,0,1
AIR_003,2023-11-21,3.33,1,40.9,177,0.339,52.98,0,0,0
AIR_003,2023-05-14,1.8,3,26.4,159,0.467,56.53,0,0,0
AIR_003,2023-03-17,1.8,1,10.0,185,0.387,47.95,0,0,1
AIR_003,2023-03-16,3.35,2,30.2,174,0.479,56.13,0,0,1
AIR_003,2023-09-29,2.28,3,8.2,196,0.594,44.97,0,0,1
AIR_003,2023-07-10,3.11,3,11.2,195,0.381,49.04,0,0,1
AIR_003,2023-05-22,2.36,1,18.0,192,0.672,51.73,1,21058,1
AIR_003,2023-02-15,3.27,2,13.8,192,0.762,48.11,0,0,1
AIR_003,2023-12-10,2.77,2,8.0,160,0.648,53.08,1,16686,1
AIR_003,2023-03-14,3.12,3,9.7,171,0.424,48.59,0,0,1
AIR_003,2023-11-16,1.31,2,20.3,168,0.631,57.64,0,0,0
AIR_003,2023-12-27,1.66,3,2.3,173,0.647,46.75,0,0,1
AIR_003,2023-02-19,3.8,1,23.6,160,0.844,49.58,0,0,0
AIR_003,2023-08-04,2.14,2,17.4,169,0.276,49.45,0,0,1
AIR_003,2023-01-21,3.36,1,32.5,161,0.338,51.94,0,0,0
AIR_003,2023-07-13,2.35,1,-2.5,158,0.375,42.26,0,0,1
AIR_003,2023-08-06,2.36,2,18.0,158,0.217,37.03,0,0,1
AIR_003,2023-08-25,4.24,1,8.0,195,0.56,51.44,0,0,1
AIR_003,2023-07-11,1.19,2,16.2,198,0.344,49.03,0,0,1
AIR_003,2023-02-28,3.25,1,15.2,168,0.487,47.05,0,0,1
AIR_003,2023-04-18,2.91,1,18.5,202,0.184,54.48,0,0,0
AIR_003,2023-01-08,3.07,1,20.4,177,0.358,51.71,0,0,1
AIR_004,2023-03-25,2.36,3,23.6,174,0.395,57.53,0,0,1
AIR_004,2023-11-27,2.54,3,40.5,168,0.691,51.44,0,0,1
AIR_004,2023-12-16,1.31,1,8.5,204,0.66,49.02,0,0,1
AIR_004,2023-10-06,3.23,3,11.6,204,0.311,44.53,0,0,1
AIR_004,2023-10-15,2.7,3,17.6,200,0.136,46.53,0,0,1
AIR_004,2023-04-28,3.22,3,26.3,193,0.449,43.93,0,0,1
AIR_004,2023-05-28,2.66,2,-6.2,187,0.587,56.63,0,0,1
AIR_004,2023-06-25,3.82,1,10.4,164,0.277,50.49,0,0,1
AIR_004,2023-08-22,1.37,1,6.0,174,0.281,49.82,0,0,0
AIR_004,2023-12-23,0.66,2,2.8,168,0.479,52.24,0,0,0
AIR_004,2023-03-10,2.63,2,3.2,204,0.628,52.5,0,0,0
AIR_004,2023-04-19,1.62,3,6.3,198,0.252,50.83,0,0,1
AIR_004,2023-04-21,2.13,1,20.6,176,0.32,55.3,0,0,1
AIR_004,2023-06-14,2.01,1,19.5,176,0.605,51.36,0,0,0
AIR_004,2023-09-24,2.08,2,-6.0,180,0.565,58.15,0,0,1
AIR_004,2023-02-15,2.51,2,21.5,195,0.319,46.73,0,0,1
AIR_004,2023-07-11,4.4,3,12.3,173,0.06,41.44,0,0,0
AIR_004,2023-06-12,2.36,1,13.5,176,0.223,54.82,0,0,0
AIR_004,2023-11-21,4.13,3,16.9,175,0.948,52.3,0,0,0
AIR_004,2023-06-01,2.65,2,32.3,194,0.393,54.28,1,2088,1
AIR_004,2023-02-06,2.05,1,19.3,168,0.617,52.25,0,0,1
AIR_004,2023-10-17,2.39,2,7.6,190,0.462,47.26,0,0,1
AIR_004,2023-10-17,2.77,1,22.9,193,0.632,54.69,0,0,0
AIR_004,2023-07-03,1.8,3,7.4,162,0.666,49.03,0,0,0
AIR_004,2023-08-21,2.22,1,1.2,181,0.62,45.75,0,0,1
AIR_004,2023-02-23,2.65,2,10.1,187,0.347,44.83,0,0,1
AIR_004,2023-07-24,2.66,3,19.3,190,0.361,47.95,0,0,1
AIR_004,2023-02-18,2.06,2,15.2,197,0.538,54.51,0,0,1
AIR_004,2023-11-16,2.04,1,12.0,202,0.646,47.56,0,0,0
AIR_004,2023-05-21,1.18,3,3.1,196,0.648,50.55,0,0,1
AIR_004,2023-01-23,2.89,1,11.4,192,0.368,48.03,0,0,1
AIR_004,2023-01-21,4.07,1,10.9,201,0.499,45.15,0,0,1
AIR_004,2023-05-26,3.39,1,21.3,166,0.409,57.26,0,0,1
AIR_004,2023-11-25,2.77,2,21.3,192,0.63,53.78,0,0,1
AIR_004,2023-09-20,2.76,2,9.1,203,0.528,48.3,0,0,0
AIR_004,2023-09-09,2.58,1,11.9,169,0.315,50.51,0,0,0
AIR_004,2023-09-15,2.35,3,-11.4,197,0.983,53.92,1,2401,1
AIR_004,2023-08-18,2.31,3,30.7,176,0.588,50.1,0,0,1
AIR_004,2023-06-24,2.33,2,16.9,166,0.52,57.75,0,0,1
AIR_004,2023-07-27,3.19,3,1.5,195,0.535,51.22,0,0,1
AIR_004,2023-02-28,2.22,1,13.2,188,0.479,41.78,0,0,1
AIR_004,2023-01-04,2.88,2,15.5,200,0.632,45.67,0,0,1
AIR_004,2023-10-28,3.13,3,15.6,187,0.725,52.59,0,0,1
AIR_004,2023-02-26,2.73,2,21.2,185,0.333,60.45,0,0,1
AIR_004,2023-08-14,2.5,1,-1.3,164,0.631,50.92,0,0,1
AIR_004,2023-08-10,3.26,1,16.8,202,0.332,52.01,0,0,0
AIR_004,2023-06-05,1.97,3,18.1,185,0.198,50.61,0,0,1
AIR_004,2023-12-24,2.61,3,15.4,188,0.505,52.86,0,0,1
AIR_004,2023-12-28,3.76,3,13.1,189,0.778,55.88,0,0,0
AIR_004,2023-02-13,2.93,2,12.9,202,0.512,43.38,0,0,1
AIR_004,2023-12-30,1.94,1,18.4,186,0.499,53.08,0,0,1
AIR_004,2023-04-27,1.31,1,10.8,177,0.132,58.05,0,0,0
AIR_004,2023-04-26,1.94,1,22.5,176,0.588,45.68,0,0,0
AIR_004,2023-11-08,2.88,2,41.3,178,0.456,44.45,0,0,0
AIR_004,2023-05-12,1.51,1,17.1,178,0.414,50.43,0,0,1
AIR_004,2023-09-28,2.42,3,25.3,183,0.68,53.72,0,0,1
AIR_004,2023-06-30,2.1,1,-1.7,190,0.57,47.56,1,4832,1
AIR_004,2023-11-22,1.99,1,4.8,179,0.636,44.26,0,0,1
AIR_004,2023-11-02,1.9,1,5.8,195,0.792,41.4,0,0,1
AIR_004,2023-07-21,1.28,2,16.3,181,0.63,42.48,0,0,1
AIR_004,2023-12-23,2.52,1,5.4,195,0.49,52.24,0,0,0
AIR_004,2023-07-17,2.66,3,20.0,176,0.426,47.7,0,0,0
AIR_004,2023-03-04,3.02,1,26.4,160,0.463,40.17,0,0,0
AIR_004,2023-12-05,2.22,2,18.0,192,0.488,52.27,0,0,0
AIR_004,2023-06-17,2.5,3,8.4,175,0.452,51.35,0,0,0
AIR_004,2023-03-21,2.16,3,6.4,161,0.575,54.05,0,0,1
AIR_004,2023-04-24,2.55,2,8.6,170,0.427,43.6,0,0,0
AIR_004,2023-03-10,2.12,3,-2.1,181,0.414,49.18,0,0,1
AIR_004,2023-07-01,2.11,3,18.4,178,0.595,56.68,0,0,1
AIR_004,2023-07-21,2.78,2,14.6,165,0.578,50.19,0,0,0
AIR_004,2023-08-07,1.94,3,15.4,169,0.841,50.6,0,0,0
AIR_004,2023-06-03,1.99,1,16.8,197,0.477,46.38,0,0,1
AIR_004,2023-11-05,3.07,1,3.5,191,0.185,54.63,0,0,1
AIR_004,2023-03-06,2.41,1,4.9,174,0.211,57.15,0,0,1
AIR_004,2023-11-01,2.99,2,15.7,195,0.652,57.3,0,0,1
AIR_004,2023-11-26,2.48,3,13.3,180,0.474,54.13,0,0,1
AIR_004,2023-09-05,2.68,1,-0.2,201,0.308,53.25,0,0,0
AIR_004,2023-02-16,2.45,2,12.6,164,0.305,40.61,0,0,1
AIR_004,2023-12-04,1.47,2,3.7,197,0.473,37.96,0,0,1
AIR_004,2023-12-24,3.11,2,23.9,167,0.463,46.9,0,0,1
AIR_005,2023-12-19,2.71,3,22.2,52,0.7,48.81,0,0,1
AIR_005,2023-04-24,2.88,2,16.8,65,0.8,50.0,0,0,1
AIR_005,2023-09-13,1.94,3,-9.3,32,0.401,57.22,0,0,0
AIR_005,2023-12-07,2.88,3,4.6,34,0.614,54.84,0,0,1
AIR_005,2023-05-20,2.57,3,-1.6,56,0.23,43.39,0,0,0
AIR_005,2023-10-29,1.7,2,1.4,70,0.352,44.54,0,0,1
AIR_005,2023-02-04,2.72,1,-6.6,73,0.435,54.01,0,0,1
AIR_005,2023-08-02,2.24,3,-3.4,44,0.347,57.39,0,0,1
AIR_005,2023-04-14,2.57,2,26.2,61,0.444,52.12,0,0,1
AIR_005,2023-08-22,1.51,3,21.0,50,0.74,46.05,0,0,1
AIR_005,2023-06-24,2.88,3,18.7,41,0.798,47.41,0,0,1
AIR_005,2023-04-03,1.79,1,15.9,60,0.571,49.78,0,0,1
AIR_005,2023-11-01,3.26,3,22.2,32,0.491,46.18,0,0,1
AIR_005,2023-10-09,2.7,1,32.6,60,0.572,51.69,0,0,1
AIR_005,2023-07-18,1.58,2,13.0,72,0.482,55.12,0,0,0
AIR_005,2023-05-26,2.47,2,15.6,37,0.67,38.77,0,0,0
AIR_005,2023-03-23,3.34,3,10.1,51,0.284,46.56,0,0,1
AIR_005,2023-03-03,1.48,3,1.0,62,0.63,44.31,0,0,0
AIR_005,2023-11-13,1.34,2,33.2,68,0.067,51.52,0,0,1
AIR_005,2023-07-30,3.48,3,22.0,59,0.53,49.41,0,0,1
AIR_005,2023-10-04,3.05,1,18.1,53,0.341,55.3,0,0,1
AIR_005,2023-01-08,1.62,1,18.5,33,0.67,49.22,0,0,0
AIR_005,2023-08-06,1.86,2,30.2,54,0.722,52.98,0,0,1
AIR_005,2023-06-15,1.93,2,22.3,76,0.471,56.45,0,0,0
AIR_005,2023-10-05,2.39,3,28.1,37,0.633,53.49,0,0,1
AIR_005,2023-09-14,1.31,1,12.4,52,0.696,51.78,0,0,1
AIR_005,2023-08-20,2.19,1,31.3,69,0.547,48.09,0,0,1
AIR_005,2023-06-25,4.21,1,3.2,44,0.743,47.01,0,0,1
AIR_005,2023-10-18,2.67,3,19.8,46,0.459,50.02,0,0,0
AIR_005,2023-05-18,2.03,1,13.3,50,0.854,47.54,0,0,1
AIR_005,2023-12-09,2.76,3,-6.0,36,0.724,52.75,0,0,1
AIR_005,2023-10-15,3.87,3,9.9,49,0.396,50.77,0,0,0
AIR_005,2023-12-05,3.03,1,21.0,46,0.236,61.18,0,0,1
AIR_005,2023-04-22,1.1,2,-5.5,69,0.304,65.31,0,0,0
